tid,seat_no,price,isBooked,date
470,93994,496,0,1927-03-02
122,70767,404,1,1916-08-22
747,23263,246,0,1923-11-13
988,85300,799,1,1945-12-31
318,67579,544,1,1949-12-22
286,35305,770,0,1982-04-19
347,66206,650,1,1900-01-21
334,80534,353,0,1914-10-04
643,16228,504,1,1980-02-10
135,6908,898,1,1969-10-04
574,31287,906,0,1921-11-30
787,23560,545,0,1910-04-02
552,35941,441,1,1991-08-05
873,22971,222,1,1940-01-20
888,53737,476,1,1977-08-01
616,91539,511,1,1903-10-18
892,92416,816,0,1944-10-24
635,22579,985,1,2005-04-11
216,21808,435,0,1996-09-18
582,60768,599,1,2015-02-02
776,71064,726,1,1969-04-29
530,59136,259,1,1900-04-19
988,85770,212,1,1940-12-07
711,17157,681,0,1962-08-18
787,64518,930,1,1972-03-25
377,31618,246,1,1969-04-16
937,99406,606,1,2003-04-30
919,87604,830,1,1911-10-04
806,95928,838,0,1999-12-12
762,98256,458,0,1984-12-07
502,14507,899,1,1961-03-26
517,30228,572,1,1953-10-15
284,92350,902,0,1959-11-14
391,55152,989,1,2016-04-22
857,72681,394,0,2004-06-23
527,91242,248,0,1990-05-08
781,53592,649,0,1949-07-11
556,33279,539,0,1940-01-28
877,5853,310,1,2001-05-05
802,21347,260,0,1911-03-03
349,28326,702,1,1983-06-03
563,50925,430,0,1931-06-09
752,38438,604,0,2003-05-13
834,55653,820,1,1986-08-12
826,54996,544,0,1953-11-06
264,17591,441,1,1977-02-11
815,79439,426,0,1950-11-19
771,731,546,1,1995-03-17
928,86174,888,1,1904-07-06
507,20867,691,1,1971-08-10
151,97960,609,1,2013-11-07
382,46604,227,0,2009-06-24
456,17414,570,1,1913-02-16
731,85815,954,1,1958-12-04
649,16292,636,0,1995-03-02
374,95726,218,0,1997-09-19
885,32783,756,1,1992-06-26
889,36450,873,0,2018-05-27
210,76131,514,1,1986-04-07
290,75661,941,1,1984-11-14
244,86272,601,1,1951-06-20
898,50344,246,1,1931-07-05
921,72255,373,1,2012-02-24
504,76288,969,1,1964-09-29
541,63015,448,1,1999-06-15
800,64356,907,0,1990-08-19
123,83450,410,0,1930-10-08
697,15063,867,1,2007-10-26
176,63157,707,0,1962-12-04
265,98114,284,1,1930-12-19
938,8353,332,1,1910-09-30
485,35713,804,0,1981-09-19
745,30777,933,1,1952-11-08
701,61125,952,1,1914-11-13
343,74624,326,0,2000-03-12
364,3024,233,1,1977-12-24
667,92755,992,0,1994-04-03
798,3127,774,0,1942-05-27
186,90445,791,1,2016-06-22
755,6177,850,0,1976-10-26
380,63246,859,1,1942-05-29
834,90139,825,1,1994-09-18
139,49262,658,1,2018-11-06
170,67987,806,1,1952-08-10
656,7526,692,1,1977-10-11
425,62707,236,1,1976-02-19
467,28154,902,1,1963-03-02
181,69035,200,1,1927-02-17
112,18254,683,0,2017-10-13
423,59554,558,0,1974-06-29
520,69453,292,0,1942-09-29
550,94576,507,1,1997-04-13
900,3389,254,1,1998-06-15
373,92432,628,1,1913-02-03
196,66029,656,0,1989-06-26
381,15979,345,0,1921-12-31
993,23241,408,0,1955-07-01
858,96228,583,1,1916-02-05
213,51668,897,0,1900-09-22
403,35525,365,0,1956-12-25
892,53651,397,0,2005-07-15
397,59972,334,0,2017-11-15
927,60443,918,0,1969-10-24
130,49494,359,0,1990-05-01
852,64301,357,0,1937-06-02
659,20155,561,0,1943-07-08
536,87663,877,0,1956-02-02
657,1936,954,1,1924-06-19
559,87536,744,1,1992-09-14
778,26434,799,0,1988-01-22
928,26863,651,0,2003-11-11
578,63601,531,0,2008-11-13
537,35488,612,0,1913-05-11
968,33163,243,1,1953-01-24
746,88517,378,0,1962-06-30
413,16153,543,1,1927-01-07
700,81305,519,0,1957-12-24
281,6359,926,1,1950-03-03
161,18428,807,0,1935-10-07
967,75578,525,1,1900-05-01
706,66403,340,0,1983-05-25
473,53877,866,1,2000-08-15
933,74654,427,1,1951-04-06
622,27061,396,0,2016-06-10
326,22977,691,0,1954-02-04
583,66870,921,0,1909-07-25
151,57932,926,0,1917-07-25
220,12147,283,0,1972-11-09
208,29857,991,1,1989-06-30
328,59462,411,0,1959-01-15
673,95280,677,0,1924-02-01
693,45200,305,1,1904-06-12
271,63247,782,0,1934-01-18
834,67983,452,0,1915-03-02
886,49384,449,1,1946-05-02
376,99946,644,0,1966-04-05
975,11501,900,1,1938-03-09
525,66503,298,1,1948-12-10
442,80991,995,1,1953-08-26
534,757,679,0,1911-12-04
473,47905,504,1,1991-02-24
346,84123,465,1,1995-10-12
325,95244,954,1,1942-03-01
754,55448,635,1,1951-05-11
457,92065,758,1,1908-10-22
984,83713,225,1,1945-08-30
192,79874,991,1,1921-05-31
710,16795,566,1,1962-12-24
270,92164,869,1,1961-12-05
434,40795,680,0,2003-06-18
533,72536,722,1,1941-12-02
842,37869,764,1,2008-11-15
938,18866,228,1,2005-01-14
592,1742,277,1,1927-09-28
836,38263,477,0,1909-09-11
462,29610,458,1,1900-01-16
197,30388,243,1,1934-07-20
501,79653,924,1,1976-11-19
433,84348,842,0,1965-08-15
710,6372,330,0,2013-11-29
419,96565,615,1,1985-10-06
331,86686,745,0,1920-12-25
486,33885,758,1,1990-09-12
365,73052,373,0,1932-03-17
411,82362,464,0,1974-02-10
574,23328,711,0,1943-01-14
862,8943,758,0,1998-06-04
461,88453,408,0,2010-03-07
358,62653,549,0,1919-03-09
235,35427,607,0,2005-02-28
632,86065,653,1,1952-11-07
520,21176,358,1,1913-01-13
443,57282,711,0,1968-09-09
629,77956,437,0,1987-01-24
260,12023,407,1,1917-12-17
382,49975,672,1,2018-02-19
232,94235,718,0,2005-10-01
783,32340,784,0,1989-10-06
313,60470,676,1,1930-02-16
312,73148,508,1,1979-07-12
948,79269,865,1,1938-11-28
689,49156,523,1,1903-06-25
834,61037,483,0,1932-06-14
735,54115,918,0,1920-01-22
847,35634,697,1,1917-11-08
206,39411,825,0,1910-07-02
450,49969,678,1,1972-11-13
793,51009,957,1,1915-12-29
823,29477,233,0,2016-06-18
308,2383,946,0,1953-04-16
335,83026,919,1,1977-09-24
648,36917,275,1,1999-05-27
228,1709,409,1,1993-07-25
921,49480,278,1,1919-11-22
331,73228,999,1,2001-12-23
958,10577,205,0,1970-02-18
724,94107,472,0,1949-07-25
270,82147,474,0,1955-12-19
578,4964,438,0,1910-04-19
792,97009,423,0,1920-07-21
841,53107,669,1,1948-04-28
982,5276,613,1,1983-06-26
195,24433,564,0,1970-06-27
345,64434,661,0,1916-10-16
939,85166,906,1,1908-09-21
484,55663,718,1,1911-02-01
869,8477,399,0,1967-06-26
747,24069,215,1,2001-07-15
460,38169,882,1,1947-02-07
867,39278,742,0,1994-12-11
660,94844,456,1,1968-06-20
832,22421,327,1,1912-03-06
453,81525,406,1,1968-10-17
443,49195,465,1,1918-05-20
938,88831,758,1,1966-12-15
729,77476,285,0,1920-11-26
959,19435,831,1,2008-08-03
743,23029,392,1,2006-08-04
790,71788,623,0,1911-11-05
216,64520,605,1,1925-02-05
437,27794,534,0,1951-06-15
402,72593,878,1,2018-02-09
409,70563,208,0,1964-05-31
489,28100,724,1,1929-02-08
285,50616,980,0,1920-11-14
271,70138,331,0,1983-02-01
106,68762,801,0,1950-09-27
854,60295,289,0,1946-05-27
676,22409,286,1,1948-10-29
649,66166,982,0,1958-05-20
107,28789,728,1,1922-12-09
265,59056,943,0,2015-05-17
776,81745,629,1,1953-06-11
628,69329,453,1,2017-01-23
828,67050,908,1,1954-02-28
688,77781,239,0,2011-12-30
498,68042,950,0,1976-12-19
147,43330,383,1,1917-12-09
293,99287,457,1,2016-05-28
285,54150,603,1,1931-11-14
909,99782,748,0,1954-01-12
204,60492,257,0,1922-03-12
952,3443,974,0,1991-06-04
716,53194,916,1,1971-05-12
930,7215,296,0,1969-02-22
543,83239,810,1,1939-02-08
169,90138,312,1,1909-01-27
639,67852,852,0,2010-03-04
570,36673,650,0,1910-04-21
246,48153,428,0,1984-09-23
760,32643,508,0,1977-01-21
345,17972,965,0,1949-03-03
761,87320,379,1,2013-04-28
975,95760,475,1,2009-11-06
502,23318,467,0,2012-03-09
773,68133,333,1,1995-10-10
326,38538,613,1,1958-04-04
739,12152,822,1,1929-04-23
174,25833,583,1,1958-07-29
114,5438,943,1,2011-09-01
580,99534,263,0,1951-08-31
806,81595,338,0,2012-09-17
276,28948,402,0,1917-12-27
803,94861,353,1,2008-05-21
731,91566,475,1,1988-03-04
624,43875,924,1,1973-06-01
132,37019,572,0,2005-12-20
839,28824,547,0,1962-11-03
979,14372,311,1,2018-06-01
588,40869,534,1,1943-02-10
805,5404,215,1,1986-10-28
351,87665,238,0,1991-05-20
252,19174,245,1,1930-11-15
571,94007,290,0,1961-09-24
140,69404,374,1,1961-11-30
570,68710,706,0,2000-04-11
992,6514,856,1,1934-05-03
866,3600,407,0,1972-12-13
137,40198,970,0,1978-03-11
745,3396,856,0,2018-10-08
800,63761,354,0,1907-09-05
673,9838,941,1,1984-09-09
400,8395,329,0,1995-12-17
612,97525,797,0,1946-10-06
592,1383,843,0,1942-02-18
101,94235,515,1,1911-03-26
503,66944,311,0,1951-08-04
788,25821,356,0,1945-12-03
935,9897,318,0,1924-12-15
426,60357,640,1,1919-10-03
453,37735,835,0,1975-03-26
595,52340,758,0,2019-08-24
137,95224,349,1,1958-05-09
756,31660,646,0,1974-08-15
582,91224,947,1,1955-12-22
383,85007,888,0,1994-02-10
384,45278,257,0,1993-10-13
765,99737,737,0,1997-03-07
772,9596,854,1,1946-09-25
416,20791,270,1,1906-04-17
974,77089,260,1,1922-03-19
835,17690,415,1,1975-07-24
702,51948,415,0,1968-07-17
856,2425,378,0,1943-08-13
813,74545,578,1,1978-04-23
108,24201,916,0,1979-08-23
977,59708,935,0,1931-11-29
608,49118,917,0,1998-10-10
102,28626,638,1,2002-05-26
611,18004,362,0,1992-12-21
250,58961,776,0,1954-09-26
541,41254,361,1,1992-09-22
918,79487,440,0,1987-08-05
638,45040,817,1,1984-02-22
863,50592,377,1,1909-06-14
438,50790,855,0,1978-01-05
818,46688,831,0,1911-07-31
399,33471,499,1,1964-04-26
733,35418,440,1,1974-05-13
917,89820,681,0,2014-03-08
352,82183,986,0,1934-04-25
548,86911,242,1,1966-09-18
806,69841,222,1,2015-07-12
247,95121,502,1,1910-01-09
885,27124,418,1,1904-06-05
283,61443,297,0,1910-01-09
664,34929,993,1,1919-06-22
234,6528,944,1,1963-10-22
104,92516,809,1,1901-11-05
677,40146,360,0,1948-03-07
598,55282,858,1,2002-09-22
551,53452,765,1,2019-03-08
931,1969,769,1,1949-08-08
160,60386,461,0,1983-12-16
974,79610,766,0,1919-11-20
187,66328,523,0,2014-11-23
759,59436,435,0,2015-05-01
682,4717,691,0,1940-04-09
945,6936,529,0,1926-07-04
435,12159,457,0,1995-11-07
231,25838,797,1,2018-10-04
569,37379,275,1,1950-11-20
465,54370,478,0,1991-11-25
941,891,704,1,1938-09-30
227,31770,338,0,1927-09-09
456,54712,229,1,1920-07-02
945,40283,634,0,2012-08-13
478,18626,750,1,1989-10-09
365,25543,373,0,1991-08-27
330,95436,983,1,1913-05-03
292,87934,910,1,2013-11-03
941,54563,340,0,1974-03-03
513,64259,238,0,1939-09-23
291,22958,284,0,1980-09-22
646,77479,539,1,1988-04-10
758,84301,312,0,1964-10-08
298,42942,968,1,1911-12-19
809,27442,910,0,2012-11-10
509,89373,994,1,2000-08-16
696,57655,487,0,1958-01-04
387,39642,619,0,2015-11-11
513,61397,629,0,1981-04-19
515,74426,874,0,1997-10-15
393,58671,286,0,1977-08-05
786,36641,461,1,1918-03-02
884,90900,742,0,1907-01-26
645,76682,353,0,1975-04-12
822,7169,694,0,1900-11-04
924,92752,551,1,1907-01-07
599,26702,404,1,1930-05-13
494,55449,240,0,1939-12-14
262,54498,295,1,1921-11-15
350,23939,993,0,2018-03-27
203,45690,793,0,1994-11-30
344,23034,620,0,1924-09-10
866,72144,835,1,1921-04-09
920,29526,490,1,2013-08-21
411,77263,608,1,2013-11-13
155,79558,387,0,1963-03-31
700,18536,495,0,1989-03-25
130,97007,492,0,1905-05-22
482,5011,588,0,1999-11-18
252,49345,537,1,1946-04-28
692,36204,893,0,1921-05-21
810,86349,649,0,1991-09-16
482,5109,981,1,1949-10-08
860,67997,245,1,1932-10-30
205,47335,681,0,1945-01-27
978,67772,208,0,1935-03-01
536,2656,267,1,1964-02-28
342,99929,849,1,1965-11-12
559,35777,790,1,1999-07-01
417,24474,663,0,1955-01-15
994,15428,843,1,2002-05-22
300,84144,208,0,1951-02-26
760,66532,755,1,1957-01-25
513,32456,904,1,2008-11-21
353,70129,692,1,1935-02-27
260,62666,981,1,1948-12-17
881,13852,446,0,1942-01-07
390,25618,917,1,1902-12-30
616,24273,775,1,1991-06-30
698,66360,636,1,1925-06-24
818,96686,906,1,1994-11-25
776,52328,212,0,1971-05-24
306,52077,697,0,1998-05-03
494,28626,781,0,1983-02-16
256,82828,821,1,1907-01-28
159,44132,926,1,1901-08-06
614,85579,891,1,1991-02-25
977,55734,440,0,1933-08-22
903,93970,512,0,2016-02-09
365,63902,623,1,1984-09-20
513,52868,961,1,1915-04-19
512,61161,832,0,1995-02-25
863,17099,330,0,2013-10-28
310,47263,504,0,1953-05-06
113,8509,651,0,1963-02-28
298,25216,499,0,1931-11-04
943,81412,902,1,1952-11-30
611,62858,878,1,1986-09-24
665,89191,542,0,2017-09-01
233,40182,442,0,1924-09-09
243,57687,690,1,1910-06-01
595,41804,376,0,1934-03-09
824,25788,220,1,1975-01-05
339,83969,633,0,2012-04-20
751,48286,324,1,1937-07-24
652,69461,382,0,2010-06-28
860,77420,517,0,1931-08-08
464,31498,283,0,2005-07-14
604,7348,809,0,1994-05-20
236,69152,289,0,1951-02-16
776,89477,202,1,1952-05-07
813,71627,967,0,1955-12-03
382,1680,591,1,1941-12-12
787,570,251,1,1912-05-10
141,47779,706,0,1928-05-17
799,25605,543,0,1921-07-05
713,43784,730,0,2005-10-06
579,45191,419,1,1947-11-21
261,18783,390,0,1916-02-17
723,55446,699,0,1908-09-18
177,91818,930,0,2001-04-23
916,64211,220,0,1923-02-26
966,43119,704,0,2014-12-03
450,81550,435,1,1912-01-31
564,11685,965,0,1997-01-28
124,61419,222,1,1953-06-27
906,7630,264,0,1962-10-21
873,16454,283,1,1960-10-06
790,68116,731,1,1910-03-10
155,12685,906,1,1972-02-14
770,70360,408,0,1995-12-31
409,29421,269,1,1916-12-29
907,81176,392,0,1989-08-03
655,8501,809,1,2015-05-08
531,13409,418,1,1949-03-30
192,34613,646,0,2013-08-16
100,86762,864,0,2019-08-08
864,65139,653,0,1989-04-03
851,81391,418,0,1922-05-24
658,56127,803,1,1915-02-04
309,16236,825,0,1931-11-28
373,6624,737,1,1929-01-28
490,17778,645,1,1914-06-14
373,71693,386,0,1992-03-23
620,6094,366,1,1909-12-28
914,34763,687,1,1963-09-06
113,18713,700,0,1901-10-10
357,84482,893,1,1966-06-27
955,36794,898,1,1913-09-08
286,17636,866,0,1958-06-11
137,90711,880,1,2014-11-21
128,4351,283,1,1997-07-19
498,56333,675,1,1982-12-19
703,27712,431,0,1967-12-27
535,8677,443,0,1957-03-31
927,18707,652,0,1985-08-19
654,37103,321,1,1995-08-09
923,41343,428,0,1936-12-08
731,60955,973,0,1987-02-17
534,37849,267,0,1933-08-12
339,39746,731,1,1928-03-23
786,2145,724,0,1915-07-28
119,76194,585,1,2005-03-18
332,61044,606,0,1917-06-05
428,42146,884,1,1936-06-10
853,28440,945,0,1968-03-15
991,64518,494,0,2012-11-02
528,71045,669,1,1951-06-04
383,75616,873,1,2008-05-22
169,61454,419,0,1964-03-01
606,80088,248,0,1976-09-07
146,16059,231,0,1919-04-29
988,66167,503,1,1982-05-10
967,99351,615,0,1954-07-15
200,12296,960,1,1904-10-01
832,39953,435,0,1951-02-21
576,34329,772,1,1937-04-04
154,54678,255,1,1959-09-01
391,54106,277,0,1910-03-19
341,22727,211,0,1977-11-19
162,47698,865,0,2004-08-18
422,3490,502,1,1934-10-15
848,89138,832,0,1938-11-05
156,65157,783,0,1938-03-16
617,61657,892,1,2010-12-26
334,71152,896,0,1956-11-27
759,59827,407,0,1909-11-01
771,50381,796,0,2009-05-20
726,9471,475,0,1901-02-08
765,18617,694,0,2013-04-05
745,62839,358,1,1904-05-16
204,57804,992,0,1952-01-01
371,44629,925,0,1954-04-05
246,10750,257,0,1934-12-13
818,49709,400,0,1956-12-25
672,32379,776,1,1914-09-06
671,92309,585,0,1901-06-07
747,27431,957,0,1986-03-26
996,82722,947,1,1943-04-11
383,64357,709,0,1957-04-03
218,55435,740,0,1947-06-10
872,63461,384,0,1956-12-18
696,95823,751,0,1925-12-13
723,46022,545,1,1958-01-29
376,59124,520,1,1941-12-26
147,24668,602,1,1940-09-25
521,97092,544,1,1957-02-06
421,7925,624,1,2018-12-02
605,57610,363,1,1916-04-04
402,99488,407,1,1965-04-22
802,54312,387,0,1980-06-19
324,16000,530,1,2019-08-24
146,11329,741,0,2018-07-31
658,71733,443,0,1970-11-05
754,18614,407,0,1963-02-11
115,89440,411,1,1969-05-13
645,23376,963,1,1954-04-17
517,73878,731,1,1961-12-03
775,64297,274,1,2008-05-06
880,64102,475,1,1949-08-14
226,90322,585,0,2006-03-11
512,80617,389,0,1950-02-19
295,20131,448,0,1992-07-03
229,60252,316,1,1973-12-23
958,37289,298,1,1973-08-01
581,17916,745,1,1983-03-08
110,34261,886,1,1969-03-31
983,75043,214,0,1951-05-11
621,51689,312,0,1950-09-16
343,79886,483,0,1962-02-14
573,5082,505,1,1940-04-11
787,10231,860,1,1967-10-27
284,82718,695,0,2002-01-14
297,51970,472,1,1998-11-07
700,36365,571,1,1952-09-03
467,15664,821,0,2005-11-02
585,77177,298,1,1943-09-09
305,97821,1000,1,1950-06-04
714,32017,839,0,1990-03-06
133,29321,577,1,2007-09-01
865,22513,699,1,1908-02-26
878,38383,719,0,1941-02-23
274,3199,732,0,2001-08-31
723,56969,847,1,1925-04-16
381,51886,544,1,1919-06-26
160,35579,670,1,1916-09-12
524,55541,979,0,1965-07-17
473,33926,706,1,1993-01-15
979,94358,888,1,1919-10-28
497,36183,266,0,1953-01-21
418,96515,224,1,1988-12-03
627,26232,797,1,1952-04-10
946,16990,213,0,1995-07-12
163,37472,634,0,1948-04-10
422,67807,932,0,1973-06-21
872,89617,607,0,1968-11-08
821,96059,206,0,1919-05-31
513,37996,554,0,1912-06-13
622,82649,891,0,1925-12-22
374,38414,645,0,2007-07-26
372,64697,244,0,1931-06-09
880,93014,662,0,2014-03-03
424,93229,297,1,2018-03-21
583,47624,981,0,1906-11-07
169,298,899,1,1925-09-10
527,39354,884,1,1969-08-19
135,19703,711,0,1995-06-28
465,46440,822,1,1997-04-12
518,25812,909,0,1986-04-11
892,84074,361,1,1973-01-09
981,63233,216,0,2005-03-03
570,21240,729,0,1980-08-04
282,34525,647,1,2004-01-03
858,71197,386,0,1929-01-31
330,56990,733,0,1921-01-29
877,1691,885,0,1914-09-05
817,73359,789,1,1932-11-20
272,81578,882,1,2008-03-07
188,52708,507,0,1912-03-16
277,35762,504,1,1915-06-12
424,67173,938,1,1906-09-06
756,75595,919,0,1985-05-22
149,35029,498,1,2017-05-03
921,32646,444,1,1916-03-12
553,68040,801,0,1990-08-08
398,83507,449,0,1903-12-04
943,33186,413,1,1976-08-23
632,25386,614,0,1993-12-17
481,18135,308,1,2017-11-05
105,34922,561,1,2013-05-02
415,39321,885,0,1983-10-22
651,42811,976,1,1958-03-30
788,7793,434,1,2010-03-22
421,91439,816,1,1912-11-28
728,67536,450,0,2004-11-18
523,87478,622,0,1975-10-23
167,81325,335,0,1939-02-23
752,42151,543,0,1928-05-24
852,79492,701,0,1966-04-02
344,76135,275,1,1947-06-19
825,26299,896,0,1941-05-20
547,7969,758,0,1985-05-21
685,52942,500,0,1994-11-29
873,23097,861,0,2003-06-17
350,59176,247,0,1958-02-13
962,70358,848,0,1916-03-17
135,35241,319,0,1979-01-17
135,72808,344,1,1909-03-31
180,51469,761,1,1955-07-29
996,8843,718,0,1979-02-04
659,54132,718,1,1901-03-17
459,46505,390,0,2016-07-13
385,4689,285,0,1901-10-20
383,12111,350,0,2004-07-12
720,2541,550,1,1908-05-12
540,85588,415,0,1900-06-25
294,90403,643,0,1998-10-15
387,64635,598,0,1918-05-30
611,64991,782,0,1935-11-30
256,70361,338,0,2009-01-19
223,45623,237,1,1921-02-24
584,61490,860,1,1943-02-04
765,4609,602,1,1931-02-20
555,79816,594,0,2016-03-22
511,2368,725,0,2010-03-19
334,89756,629,0,1957-11-01
588,17332,982,0,1918-12-29
696,45617,303,0,1958-10-24
863,97706,362,0,1927-09-08
388,61612,491,0,1995-04-01
416,53843,469,1,2011-05-13
508,60080,448,0,1921-08-09
498,57961,418,1,1942-05-31
892,36627,286,1,1932-08-15
390,91385,964,0,1976-09-21
507,41735,627,0,1943-04-30
244,16962,494,0,1910-11-26
314,79918,356,1,1933-10-07
284,93991,931,1,1917-12-15
385,24840,870,0,1986-07-01
491,76471,996,0,1961-07-04
720,44446,556,0,1965-02-08
774,74947,675,0,1972-06-15
111,72981,760,1,1936-02-25
584,58178,464,0,1975-02-25
881,15950,555,0,1945-01-28
200,64010,980,1,1933-06-16
607,13948,399,1,1919-11-15
983,56656,912,1,2015-09-27
721,28322,278,0,1920-11-27
442,34648,873,0,1905-10-06
844,84763,314,1,2010-11-15
480,921,582,0,1963-11-04
997,97985,658,1,2004-09-27
997,53702,675,1,1945-02-16
768,53654,239,1,1984-06-04
491,77769,906,0,1906-11-28
867,88421,208,0,2003-01-04
343,29102,437,1,1952-09-05
712,89043,257,1,1997-04-21
477,73651,475,0,1955-04-20
349,21652,412,1,1984-09-22
392,79990,335,0,1978-07-31
556,26626,729,1,2000-03-23
786,386,883,1,1903-06-13
933,60373,532,1,1927-08-01
697,43012,859,1,2006-03-12
400,23194,587,1,2006-08-12
967,85562,972,0,1913-02-11
273,27817,439,0,1935-08-07
473,68293,313,0,1953-05-04
583,16000,229,0,1909-11-18
372,91582,904,0,2003-05-12
818,89316,745,0,1930-08-29
165,56117,632,0,2011-09-03
267,57355,485,1,1910-09-19
240,63652,759,1,1933-02-19
749,36121,489,1,2013-12-15
179,21732,474,1,1953-03-30
210,5156,335,1,1953-10-08
831,5345,477,1,1997-09-13
260,7423,669,0,1987-02-07
362,2451,485,1,1916-10-08
582,93834,351,0,1929-11-07
735,67417,234,1,2009-05-24
850,65379,328,1,1926-03-20
392,72814,917,1,1994-04-16
609,96158,905,1,1967-04-28
472,71755,313,1,2007-10-02
366,74485,333,1,1904-08-28
494,11549,794,1,1903-06-04
807,81874,559,1,1924-01-19
159,65492,909,0,1947-02-22
887,50077,634,1,1988-07-10
325,85149,329,1,1931-08-29
738,564,956,1,1970-08-05
725,6485,872,1,2015-09-03
843,38048,215,1,1905-11-22
857,57814,378,0,1914-10-18
230,47667,445,1,1920-12-27
845,67372,229,0,1994-02-27
167,24880,230,1,1954-10-22
774,31999,656,1,2011-02-19
939,77562,456,0,2015-07-18
933,79593,685,1,1923-02-12
757,35492,543,1,2013-12-25
591,54703,624,0,1998-07-11
637,21217,586,1,1911-04-26
528,18212,416,1,1930-05-21
359,59146,847,0,1905-09-03
676,58817,234,1,1918-01-03
941,17602,988,1,2010-01-05
436,98752,266,0,1994-02-09
850,62854,808,1,1974-11-18
276,94843,782,0,1946-06-11
600,8712,709,0,1961-03-01
793,26024,706,1,1956-12-22
554,3325,348,0,1991-03-14
684,82741,434,0,1995-12-27
411,80313,225,1,1998-05-02
507,63846,997,0,2007-09-09
896,62032,519,0,1996-09-18
369,5636,745,1,1900-03-20
738,23780,275,1,1996-11-11
200,51093,352,0,2014-07-30
506,3924,767,0,2003-05-03
329,77801,720,1,1993-03-13
605,39053,875,0,1900-04-23
485,37382,910,1,2003-10-15
356,24146,512,0,1935-07-16
322,92014,580,1,2017-09-10
957,85225,242,1,2015-07-28
738,66498,858,1,1930-01-24
156,57629,219,0,1982-11-17
218,16530,506,1,1921-10-14
905,68416,222,1,1960-08-26
502,33404,762,0,1973-12-27
546,22777,706,0,1918-12-26
307,69205,431,1,2005-10-28
648,39144,949,1,1996-11-22
478,78836,968,0,1975-12-27
594,71639,966,0,2004-04-17
733,39238,351,1,1902-05-10
846,60377,521,1,1917-11-18
720,77787,358,0,1937-10-02
108,94481,667,1,1909-03-08
860,23389,225,1,1956-05-04
100,78432,797,1,1965-08-18
795,71269,494,0,2004-11-14
753,37168,702,0,1927-05-02
248,71432,310,0,1905-02-15
721,61933,407,1,1968-02-21
207,29954,998,0,1949-03-06
123,22586,513,0,1999-01-30
316,98702,635,0,1976-04-29
630,4081,965,0,1902-07-10
932,25194,580,0,1913-04-15
908,39430,736,0,1996-08-30
790,38327,686,1,1902-12-03
350,52869,390,1,1932-09-06
253,12597,359,0,2009-10-20
104,3538,475,0,1905-09-06
706,1327,354,1,1982-09-08
509,77008,224,0,2012-06-16
556,61225,962,1,2012-02-29
248,28153,691,0,1962-12-13
494,52095,816,0,1953-01-23
460,16700,558,0,1952-07-15
201,83196,691,1,1955-04-23
438,37501,598,0,1924-11-15
973,40377,831,0,1949-12-15
159,72129,638,0,1902-07-27
527,78001,599,0,2007-10-27
593,83484,563,0,1974-11-27
930,94953,757,0,1947-11-18
476,52902,230,1,1952-07-22
917,61070,982,0,1975-11-21
653,59232,955,0,1967-11-28
534,78145,242,1,1952-11-10
831,68502,942,0,2009-01-02
637,25410,832,1,1947-10-18
441,76671,201,1,1937-08-25
516,57911,439,0,1901-11-28
760,26730,528,0,1956-11-30
980,80734,886,1,1981-10-24
666,74099,580,0,1973-01-04
761,84060,631,1,1949-12-30
815,17924,333,1,2008-12-29
455,9174,278,0,1956-08-09
584,70220,531,0,1950-08-30
455,49629,345,0,1998-10-21
576,54803,202,1,1993-09-15
498,19054,927,1,2018-10-20
686,59712,645,0,1989-05-07
272,55736,813,1,2016-01-25
769,28865,495,1,2007-03-30
254,94247,1000,0,1952-12-27
923,87840,318,1,2012-08-15
335,21609,528,0,1957-04-29
769,14661,385,1,1997-10-04
512,1526,490,0,1963-07-14
444,2787,468,0,1941-12-29
768,37136,231,1,1941-08-05
235,50882,743,1,1982-02-17
179,64205,856,1,2016-09-13
651,55199,315,0,1940-08-18
572,54786,321,1,1948-04-10
270,83795,269,0,1929-08-05
238,18457,477,0,1977-06-18
775,7414,960,0,1974-10-16
134,47540,383,0,1965-07-12
889,41991,987,1,1923-11-18
872,62060,233,1,1995-08-02
178,66858,403,0,2012-10-31
677,36335,447,0,1929-12-12
221,78797,886,1,2000-03-04
287,8925,272,0,2008-03-16
649,31551,776,1,1927-12-16
336,26775,580,1,1944-09-03
374,56050,915,0,1944-02-27
603,43433,937,0,1958-08-11
732,76209,920,0,1969-01-05
903,51397,597,0,1997-11-17
962,13345,453,0,1913-10-04
580,36570,479,1,1911-11-17
829,72147,547,1,1929-05-31
732,41626,812,0,1977-10-08
825,21200,340,0,1926-03-18
456,34492,673,1,1903-06-19
694,63824,562,0,1922-06-19
787,97345,251,0,1923-12-14
142,99672,891,0,1976-06-07
793,8192,997,0,1996-12-05
303,74067,332,1,1997-07-20
255,88102,278,1,1972-03-29
910,36784,400,0,1988-09-23
380,57881,950,0,1959-01-29
441,20567,972,0,1988-04-11
279,92433,871,0,1952-10-11
548,53444,275,1,1997-04-05
853,4000,825,1,1901-08-16
746,69051,822,1,1985-09-11
305,9460,381,0,2016-12-02
263,51323,267,0,1943-03-01
425,90043,665,1,1912-05-07
153,76268,209,1,1928-12-24
621,54396,993,0,1910-03-12
943,38322,734,0,1930-02-01
130,54580,565,1,1987-09-19
948,29153,797,1,1984-12-19
171,2335,530,1,2009-04-16
